video_idx,frame_idx,area_ratio
3,628,0.405488
4,912,0.405556
4,530,0.405628
4,914,0.405636
4,699,0.405944
7,1750,0.406268
6,1736,0.40636
4,658,0.406372
7,1095,0.406392
7,1788,0.406468
3,24,0.406664
6,302,0.406664
3,21,0.40668
3,16,0.406716
4,296,0.406776
7,1763,0.406816
6,237,0.406848
4,919,0.406876
5,922,0.4069
5,925,0.4069
7,1672,0.406972
6,1767,0.407028
3,1153,0.40704
5,919,0.407092
7,1088,0.407132
4,304,0.407208
7,1748,0.40722
4,300,0.407248
6,1748,0.407268
4,320,0.4073
3,623,0.407632
2,966,0.40816
7,1125,0.408532
6,648,0.408564
6,1763,0.40864
6,262,0.408716
3,15,0.408768
7,1089,0.408784
6,1951,0.408892
4,915,0.408956
3,1187,0.408964
3,1155,0.408988
7,1726,0.409056
6,1762,0.409144
3,48,0.409148
4,864,0.409192
4,661,0.409304
4,863,0.40934
4,860,0.409356
4,534,0.409588
4,779,0.410128
7,1128,0.410648
7,1074,0.410796
5,69,0.410844
2,1625,0.410908
4,660,0.410968
4,532,0.411012
5,908,0.411184
3,1200,0.411224
4,1370,0.411272
2,1581,0.41128
5,70,0.411536
7,1768,0.412808
6,1541,0.412836
6,441,0.412852
6,1952,0.412872
5,1176,0.4129
6,1766,0.4129
3,1158,0.412988
3,1163,0.41306
3,1162,0.413088
3,1156,0.413108
4,858,0.413108
3,27,0.413116
4,1088,0.413152
4,540,0.413196
3,1149,0.413272
3,645,0.413276
4,544,0.413392
4,695,0.413628
3,50,0.41392
6,1821,0.414476
7,1129,0.414568
5,911,0.41474
3,1157,0.414912
6,474,0.414964
3,25,0.415
3,1166,0.41508
3,1151,0.4151
3,606,0.41514
6,1768,0.41516
6,847,0.415264
4,1101,0.415396
3,622,0.415432
4,697,0.415676
7,1739,0.415792
4,790,0.415828
3,61,0.416356
3,23,0.41646
6,399,0.416496
7,1086,0.416556
7,1087,0.416592
7,1130,0.416724
4,867,0.416736
6,849,0.416828
6,442,0.417004
3,1165,0.417008
4,538,0.417016
7,1085,0.417048
4,921,0.417072
6,854,0.4171
4,339,0.41716
4,542,0.417236
4,330,0.417372
4,856,0.417424
3,681,0.417836
3,619,0.417888
5,1231,0.418436
6,245,0.418724
6,1540,0.418828
3,1148,0.418908
4,1090,0.41892
5,1174,0.418956
3,621,0.41918
3,40,0.419196
4,588,0.419216
7,1627,0.419288
3,1197,0.419356
3,848,0.419472
3,690,0.420524
6,659,0.420592
7,602,0.420604
6,246,0.420692
6,1545,0.42076
6,1820,0.420856
3,1159,0.420972
3,46,0.420976
6,443,0.421044
6,850,0.421088
5,907,0.421124
3,620,0.421296
2,1643,0.421344
3,595,0.42152
4,1084,0.421544
3,615,0.421604
4,531,0.421604
1,1510,0.422512
6,1702,0.422632
3,618,0.422704
3,44,0.422712
4,1369,0.422712
6,1769,0.423004
6,397,0.423032
4,868,0.423036
6,440,0.423044
3,603,0.423248
3,602,0.42326
6,1252,0.423272
3,1168,0.423276
4,1368,0.423284
4,314,0.423504
4,788,0.423512
4,648,0.42352
3,689,0.423528
4,541,0.423732
4,1364,0.424336
6,646,0.424564
6,1537,0.42472
4,1379,0.424744
6,259,0.424812
4,539,0.424824
4,1367,0.424892
4,1381,0.424896
3,1147,0.42496
3,616,0.424976
3,1193,0.425008
5,905,0.425012
3,1191,0.425032
3,1161,0.425064
6,845,0.425108
6,239,0.42512
5,909,0.425168
4,316,0.425308
7,1725,0.425376
4,294,0.425444
4,865,0.4256
3,47,0.425628
7,1133,0.42654
4,343,0.426664
4,866,0.426676
7,1711,0.426748
4,679,0.426764
6,261,0.426852
6,1949,0.426876
3,720,0.426908
4,1380,0.426932
4,533,0.426948
4,551,0.426984
3,1167,0.427048
7,1131,0.427108
2,1641,0.427144
7,1084,0.42722
3,26,0.427232
3,607,0.42728
3,1195,0.427308
4,787,0.427532
3,610,0.427572
4,1366,0.427596
3,684,0.427632
3,596,0.427652
3,42,0.427684
3,604,0.42772
4,529,0.427748
7,1055,0.428332
2,981,0.42852
7,1775,0.428736
6,260,0.428768
4,857,0.4288
3,1160,0.428976
6,848,0.428988
4,848,0.429008
4,295,0.429064
4,1415,0.4291
7,1634,0.429104
2,1642,0.429168
3,854,0.429252
4,871,0.429308
3,43,0.429348
3,608,0.429392
3,609,0.4294
3,721,0.42944
3,508,0.429556
4,321,0.429584
4,642,0.429624
3,612,0.429748
4,1429,0.430536
7,1132,0.430772
3,1152,0.43078
3,1199,0.430852
7,1136,0.430852
6,647,0.430912
6,1544,0.430932
3,506,0.43096
4,1382,0.430964
2,1640,0.43102
4,849,0.431052
3,1201,0.43106
3,613,0.431108
3,611,0.43124
4,872,0.431248
6,1543,0.431368
3,509,0.4314
3,498,0.43144
4,639,0.431504
4,643,0.431584
3,617,0.431776
7,1140,0.432364
2,416,0.432424
2,1626,0.43256
4,1431,0.4326
6,969,0.432692
4,1430,0.432708
5,384,0.432988
7,1052,0.433016
3,1182,0.433024
6,974,0.433028
6,1547,0.433072
5,890,0.433128
5,1072,0.433132
3,507,0.433196
4,1319,0.433256
6,1315,0.433272
6,771,0.433292
2,1627,0.433336
4,869,0.433392
4,780,0.433436
5,868,0.434092
7,1062,0.434104
3,723,0.43456
6,331,0.434624
3,426,0.43468
2,1610,0.434752
6,1546,0.434792
4,548,0.434804
6,953,0.434808
6,954,0.434912
6,336,0.434956
6,296,0.435092
6,976,0.435092
5,1074,0.435096
6,631,0.435144
4,318,0.435188
7,1135,0.435228
2,1638,0.435388
4,653,0.4354
3,614,0.4356
4,700,0.435708
7,1077,0.43606
2,1618,0.436348
3,586,0.436524
3,685,0.43664
4,1327,0.436668
6,1538,0.436704
6,1734,0.436752
3,1150,0.436756
6,773,0.43678
6,885,0.43678
6,214,0.436796
6,258,0.43684
4,1320,0.436908
4,873,0.436936
3,665,0.437068
6,952,0.437084
3,682,0.437152
2,965,0.437224
4,636,0.437288
6,1948,0.437304
3,853,0.437424
4,317,0.43752
4,783,0.437652
4,645,0.437708
4,652,0.437804
4,1359,0.438244
7,1790,0.438448
4,1428,0.438548
6,291,0.43866
6,446,0.43866
5,59,0.43884
6,213,0.438876
4,535,0.438916
3,1189,0.438924
6,1195,0.438948
2,1616,0.439036
6,950,0.43906
6,665,0.439088
6,1254,0.439188
4,678,0.4392
4,299,0.43932
4,1079,0.439344
4,558,0.439404
4,635,0.439432
4,646,0.439496
4,649,0.439528
4,638,0.439536
4,632,0.43956
4,1318,0.439572
4,880,0.439844
4,772,0.440052
1,1727,0.440352
3,39,0.440712
6,425,0.440736
3,1144,0.440968
6,943,0.440996
4,806,0.441012
3,1164,0.441076
4,874,0.44112
4,630,0.441164
4,482,0.441288
4,1357,0.441356
3,724,0.4414
3,725,0.44146
3,717,0.441488
3,707,0.441532
4,637,0.441596
2,414,0.441676
3,722,0.441676
2,1608,0.442656
7,1731,0.442676
4,1315,0.442712
4,1421,0.442712
4,1316,0.442748
6,1267,0.442784
5,1318,0.442816
6,257,0.442824
4,1317,0.442828
5,1658,0.442836
6,447,0.442856
6,776,0.442924
3,1183,0.442972
2,1637,0.443032
6,199,0.443032
6,1316,0.44304
3,1186,0.443176
5,1071,0.443184
3,1146,0.443208
3,1145,0.443264
3,701,0.443392
4,875,0.443396
4,1092,0.44352
4,794,0.443616
4,617,0.4437
3,505,0.443776
4,631,0.44378
3,709,0.444248
6,197,0.444272
2,1607,0.44442
6,433,0.444464
4,1078,0.444624
4,796,0.444712
4,1326,0.444856
6,951,0.444952
6,207,0.444988
6,1770,0.445016
6,1193,0.445024
4,650,0.445028
4,1604,0.445084
3,1215,0.445088
4,641,0.445112
4,605,0.445128
3,1196,0.445184
3,1180,0.445292
4,566,0.44532
3,691,0.445424
4,655,0.445468
4,594,0.445528
3,605,0.4456
7,1808,0.445696
7,1060,0.446128
3,708,0.446496
3,1463,0.446648
4,1335,0.446664
6,300,0.446756
4,795,0.4468
6,209,0.446804
4,742,0.446812
2,1619,0.44684
7,1134,0.446844
6,770,0.446948
2,413,0.447016
6,874,0.44702
4,1423,0.44704
3,846,0.447168
3,679,0.447212
6,1902,0.44722
3,1169,0.447284
3,764,0.447292
6,875,0.447332
3,1188,0.447356
3,53,0.447412
3,716,0.447432
4,647,0.44752
4,651,0.447528
2,1069,0.447648
4,640,0.44768
4,591,0.447912
7,1137,0.448448
5,906,0.448512
6,772,0.448524
4,1087,0.4486
6,1268,0.448736
6,1824,0.448784
4,601,0.448828
5,13,0.448844
7,1793,0.448868
6,430,0.448896
6,256,0.4489
6,426,0.448908
4,595,0.448964
2,412,0.448984
4,604,0.449016
3,1172,0.449024
3,1185,0.449068
3,1177,0.449108
6,777,0.44912
3,1464,0.449328
7,1387,0.44934
2,1639,0.449404
5,888,0.449472
4,644,0.449504
4,908,0.449524
4,475,0.449596
3,427,0.450476
4,1607,0.450532
7,613,0.450544
3,714,0.450596
4,1422,0.450644
6,439,0.450788
3,41,0.450848
6,1549,0.450848
3,718,0.450852
5,1173,0.450852
6,1867,0.450852
6,1551,0.450908
6,1191,0.450912
4,1314,0.450932
3,1471,0.450964
6,955,0.450964
7,1090,0.451016
3,1194,0.451084
6,428,0.451112
3,475,0.451132
5,121,0.451148
3,1133,0.451168
3,474,0.451184
5,74,0.45124
3,473,0.451264
4,654,0.451268
3,464,0.451276
2,1629,0.451296
4,302,0.451424
4,626,0.45146
4,895,0.451548
6,862,0.451592
4,785,0.45168
3,577,0.452
3,845,0.452228
4,1424,0.452376
6,337,0.452476
4,1609,0.452528
3,51,0.452548
4,1307,0.4526
6,876,0.452608
2,397,0.452624
6,666,0.452652
6,661,0.452668
4,337,0.452708
6,1550,0.452728
4,1309,0.45274
6,212,0.452796
6,202,0.452816
3,1170,0.452828
7,1138,0.452936
6,394,0.45294
4,924,0.452952
6,449,0.452972
6,861,0.453
3,847,0.453072
5,935,0.453076
3,1181,0.4531
3,1469,0.453144
7,36,0.453272
2,946,0.453292
4,590,0.4533
4,1419,0.453376
3,1190,0.45338
3,576,0.453432
4,1085,0.45352
4,633,0.453524
2,944,0.45416
3,705,0.454248
2,963,0.454268
7,1810,0.454388
4,767,0.454416
3,706,0.45444
7,1791,0.454452
4,1086,0.454464
2,1614,0.454468
2,979,0.454516
6,863,0.454604
3,715,0.454792
3,1470,0.454816
6,957,0.454828
3,14,0.45486
6,211,0.454872
6,210,0.454876
4,1080,0.45488
2,1609,0.454916
4,1605,0.454952
6,1869,0.454972
6,1194,0.455
4,527,0.45502
2,411,0.455024
4,1324,0.455048
6,1088,0.455056
6,1548,0.455096
6,1367,0.455108
4,593,0.455128
4,293,0.455152
2,1611,0.455224
4,782,0.455232
4,319,0.455292
4,1377,0.455408
4,881,0.4555
4,634,0.455712
7,1059,0.45574
7,1854,0.456512
6,1278,0.456544
7,1789,0.456572
3,867,0.456616
4,563,0.45664
6,1271,0.456728
4,342,0.45682
3,1465,0.456944
6,899,0.456976
6,958,0.456988
4,876,0.45702
6,448,0.457032
6,451,0.45704
6,1773,0.457048
3,1134,0.457132
4,1608,0.457136
6,1197,0.457144
4,483,0.457148
6,1771,0.457228
4,1311,0.457288
3,702,0.457696
2,410,0.45772
4,574,0.457752
7,1825,0.458376
4,1313,0.458432
6,656,0.458596
6,663,0.458744
6,1037,0.458772
6,1918,0.458864
6,437,0.458868
6,982,0.4589
6,1087,0.458904
4,1610,0.458948
5,35,0.458956
4,781,0.458964
6,1199,0.459052
6,192,0.459124
3,1184,0.45914
2,1260,0.459232
3,1143,0.45924
4,1312,0.459284
3,1472,0.459504
3,719,0.459512
3,849,0.459536
4,628,0.459536
2,415,0.459552
4,752,0.459956
3,851,0.46034
4,896,0.460556
6,1276,0.460568
6,877,0.46072
7,1796,0.460724
4,1611,0.460748
7,373,0.46084
6,1269,0.460888
4,1606,0.460928
5,119,0.460944
6,294,0.460944
6,1370,0.460948
5,1065,0.46098
6,391,0.460996
5,116,0.461016
6,1921,0.46102
6,1825,0.461052
6,1772,0.461068
6,1774,0.461072
6,432,0.461088
6,1920,0.46118
2,1633,0.461208
4,877,0.461208
6,968,0.461232
2,976,0.46124
4,1091,0.461272
3,1461,0.461296
4,738,0.4617
7,1727,0.462492
2,1612,0.462596
6,983,0.462644
7,381,0.462668
6,1204,0.462676
3,1174,0.462716
7,372,0.462728
6,330,0.462864
3,1467,0.462888
4,491,0.462912
6,1274,0.462916
3,1466,0.462984
5,1656,0.462996
7,35,0.463056
2,1533,0.463084
4,1323,0.463084
6,1202,0.463096
2,1531,0.463164
5,1276,0.463168
6,775,0.463228
7,19,0.463232
4,336,0.463252
4,476,0.463396
3,600,0.463588
4,597,0.463632
3,1205,0.463676
4,879,0.463756
2,407,0.463776
3,704,0.463788
6,1731,0.464208
6,774,0.464468
6,967,0.46466
6,963,0.464712
4,1420,0.464736
6,1272,0.464788
6,1376,0.464796
4,1338,0.464804
3,1456,0.464808
6,1273,0.464812
2,876,0.464868
6,1919,0.464908
2,405,0.46492
2,1635,0.465056
4,943,0.465108
5,663,0.465124
7,18,0.465136
4,481,0.465248
6,1036,0.465256
3,1130,0.465276
3,1132,0.465296
3,865,0.465316
7,16,0.465336
3,1211,0.465408
4,603,0.465448
3,45,0.465508
7,39,0.465524
4,906,0.465528
3,1214,0.465588
3,1459,0.465764
2,404,0.46588
4,733,0.466464
3,62,0.466472
7,1141,0.466512
3,1206,0.46654
6,1870,0.466564
3,710,0.466592
6,1730,0.466612
6,251,0.466708
2,879,0.46678
6,255,0.466804
2,881,0.466816
3,855,0.466816
6,1809,0.46682
2,1636,0.466824
6,1775,0.466888
6,962,0.466892
3,726,0.4669
4,656,0.466916
4,589,0.466928
6,1203,0.46694
3,1127,0.467012
6,1808,0.467012
6,453,0.467028
6,1086,0.467068
3,1460,0.46708
3,1128,0.467096
4,599,0.467104
4,1383,0.467124
6,1317,0.467124
4,1093,0.467156
4,489,0.467192
4,16,0.467204
6,1916,0.467208
2,398,0.467224
3,1131,0.467248
4,17,0.467356
4,1083,0.467372
4,786,0.467444
3,712,0.467664
4,878,0.467832
7,1795,0.468524
3,1208,0.46856
6,254,0.468752
6,298,0.468812
6,435,0.468828
6,965,0.468832
5,17,0.468836
2,1565,0.468876
6,961,0.468884
7,368,0.468896
7,1824,0.468928
2,880,0.468944
7,1054,0.468996
3,850,0.469
7,1792,0.469012
4,1310,0.469044
4,592,0.46908
7,17,0.469136
5,1230,0.469152
5,933,0.469232
2,1628,0.469392
4,743,0.469448
3,1106,0.469468
3,1173,0.469524
4,855,0.469588
3,316,0.469652
4,572,0.469724
7,1056,0.470428
7,383,0.470572
7,1050,0.470608
6,340,0.470668
5,1710,0.47074
6,667,0.470752
6,1251,0.47076
3,1175,0.470768
4,1081,0.470816
3,1462,0.47082
4,1082,0.47082
4,1612,0.470828
6,2017,0.470828
4,808,0.470872
6,1777,0.470872
4,1536,0.4709
4,1613,0.470916
4,600,0.470924
2,1527,0.470936
5,1727,0.470952
4,627,0.470964
2,875,0.470972
2,1455,0.471004
2,401,0.471056
7,37,0.471084
5,931,0.47114
3,1210,0.471156
3,844,0.471268
3,484,0.471324
7,1431,0.47134
2,1453,0.471548
3,318,0.47194
7,1048,0.472016
6,339,0.472624
3,864,0.472656
7,402,0.47272
7,371,0.472744
6,2011,0.472876
6,960,0.472932
6,438,0.472952
6,252,0.472976
7,1644,0.472988
6,1206,0.473044
7,1536,0.473084
4,606,0.4731
6,1043,0.473104
2,403,0.473124
3,1126,0.473172
6,1917,0.473188
2,409,0.473284
3,573,0.473312
6,396,0.473368
2,1634,0.47338
4,1614,0.47338
3,1171,0.473388
3,1455,0.47342
4,784,0.473932
7,384,0.47436
3,711,0.474444
4,1532,0.474508
6,253,0.47464
6,1369,0.474644
6,2016,0.474644
6,1372,0.474692
2,1606,0.474696
6,843,0.4747
7,34,0.474776
7,364,0.474784
7,382,0.474816
6,966,0.47482
4,941,0.47486
5,15,0.474864
5,16,0.474868
6,1871,0.47488
2,1457,0.474892
7,380,0.474924
6,1047,0.474944
4,829,0.47496
4,19,0.475008
5,1272,0.475024
4,15,0.475164
4,12,0.475196
6,205,0.475228
4,13,0.475256
4,942,0.47526
3,1179,0.475284
6,1054,0.47536
3,1129,0.475424
7,1671,0.475512
2,1397,0.47552
3,462,0.475632
4,807,0.475696
4,902,0.475712
7,369,0.476248
6,639,0.476408
6,714,0.476428
2,419,0.476448
1,90,0.47654
2,882,0.476612
4,1217,0.476628
2,877,0.476824
4,197,0.476824
2,420,0.47686
6,1250,0.476876
6,248,0.476892
5,1646,0.476908
7,1641,0.476912
6,1436,0.476948
7,1142,0.476948
6,204,0.477044
4,347,0.477048
3,1176,0.47714
4,341,0.477144
6,1089,0.477144
4,1615,0.477148
4,797,0.477156
4,1378,0.477196
6,841,0.4772
2,1454,0.47722
4,1218,0.477244
4,607,0.477288
3,1221,0.477524
7,1643,0.47762
4,1107,0.477824
2,1396,0.478368
7,385,0.47844
7,1146,0.478504
7,287,0.478604
4,1216,0.478776
7,411,0.47878
6,203,0.478836
6,964,0.47884
2,883,0.47886
4,528,0.478868
5,943,0.47888
6,1032,0.4789
7,1051,0.478924
5,1726,0.478932
7,1642,0.478936
3,319,0.478952
4,907,0.478976
3,486,0.478988
6,838,0.479004
6,660,0.479024
2,884,0.47904
2,1452,0.479044
2,406,0.479204
2,970,0.479256
7,288,0.479268
3,482,0.479276
3,1216,0.479328
3,1109,0.47934
4,623,0.479356
3,1209,0.479688
4,571,0.479764
4,1491,0.480112
3,432,0.48038
7,556,0.480524
4,1616,0.48054
7,362,0.48064
3,1404,0.480704
3,1375,0.480712
6,1535,0.4808
7,1794,0.480812
2,885,0.480876
7,388,0.480892
2,1461,0.480896
4,565,0.480896
4,1554,0.480912
6,906,0.480924
7,1049,0.48094
6,1776,0.480964
6,1121,0.480968
7,1143,0.48098
6,206,0.481028
4,1089,0.481036
6,1378,0.481068
6,1928,0.481092
6,1915,0.481108
4,609,0.481152
4,1322,0.481172
2,1621,0.48122
3,1398,0.481224
3,481,0.48126
4,468,0.48126
3,458,0.481324
3,483,0.481328
3,852,0.481392
5,1221,0.481432
6,191,0.48144
2,1456,0.481452
3,1377,0.481488
4,737,0.481944
3,842,0.482432
7,1855,0.482476
7,1809,0.482492
2,1393,0.482612
7,1723,0.482612
4,1334,0.482636
5,658,0.482644
2,1395,0.482648
7,1646,0.482744
6,398,0.48282
4,1618,0.482836
6,1052,0.482856
2,1385,0.482876
4,577,0.482892
7,1652,0.482924
3,455,0.482956
6,343,0.48296
3,456,0.482984
2,1463,0.482988
5,1290,0.483004
2,1460,0.48304
4,348,0.48304
4,740,0.483044
6,1903,0.483056
2,872,0.48306
4,1557,0.483064
3,370,0.483068
