video_idx,frame_idx,area_ratio
3,254,0.54128
7,132,0.541288
5,7,0.541296
3,129,0.541324
3,1015,0.541352
5,58,0.541372
3,1351,0.541376
3,1120,0.541412
3,1006,0.541432
3,1049,0.541464
4,1104,0.541488
3,1360,0.541504
3,1297,0.541528
3,1363,0.541556
3,1047,0.541568
3,1122,0.541572
5,657,0.541576
3,1354,0.541596
3,1800,0.541616
7,1326,0.541728
3,1323,0.541744
7,379,0.541868
3,901,0.542088
3,302,0.54246
3,256,0.542488
2,156,0.542492
7,452,0.542508
1,1200,0.542532
6,292,0.54256
2,938,0.54258
7,265,0.54258
3,1394,0.542624
6,1495,0.542652
5,1286,0.54268
7,5,0.542688
1,1685,0.542708
1,30,0.542724
3,298,0.542728
7,940,0.54274
6,161,0.542792
7,4,0.542816
5,139,0.54282
1,54,0.542824
5,137,0.542832
6,457,0.542832
7,1040,0.542872
6,1620,0.54288
1,1558,0.542912
5,1079,0.542916
2,634,0.542936
6,1218,0.542936
3,293,0.542952
1,1751,0.542964
6,1660,0.542964
1,1559,0.542976
5,941,0.542976
2,907,0.54298
7,449,0.542988
7,1487,0.542992
6,1898,0.543016
6,657,0.543024
4,1545,0.54304
6,1806,0.543064
2,945,0.543084
7,8,0.543104
7,1037,0.543172
2,939,0.54318
2,908,0.543216
7,131,0.543216
3,1104,0.543232
3,1051,0.543264
4,621,0.543264
1,1839,0.543276
7,110,0.543284
3,953,0.543344
3,1048,0.543348
4,573,0.543372
7,1512,0.543392
2,442,0.543424
2,933,0.54344
3,296,0.543444
3,1353,0.543444
3,1050,0.543452
3,1778,0.543472
3,1005,0.543476
3,1259,0.543476
3,1294,0.54348
3,1358,0.543496
7,1425,0.543504
3,1359,0.543512
3,1298,0.543524
3,1320,0.543528
3,1271,0.543544
3,1043,0.543548
3,1251,0.543576
1,1885,0.543588
7,121,0.543588
3,1046,0.543608
3,1273,0.543612
4,819,0.543616
3,1362,0.543628
3,1300,0.543668
7,1599,0.543672
3,1849,0.543692
3,1319,0.543724
3,1321,0.543772
7,946,0.544052
3,1117,0.544228
4,1587,0.54442
7,1826,0.544624
4,6,0.544628
3,406,0.544636
1,1662,0.544644
1,1832,0.544648
3,310,0.544656
1,1557,0.544676
6,700,0.544732
2,525,0.544752
7,954,0.544764
5,1226,0.544772
2,927,0.54478
6,1663,0.544824
2,937,0.544832
6,1220,0.544832
5,717,0.544836
4,1278,0.54484
6,701,0.544848
1,1643,0.544864
6,159,0.544868
6,1626,0.544884
3,1003,0.544904
1,1697,0.544908
2,834,0.544912
7,1038,0.544916
7,1042,0.544928
6,1828,0.544936
6,2050,0.544948
2,807,0.54496
7,1008,0.544972
1,1585,0.544992
2,132,0.544996
1,1549,0.545004
1,1895,0.545004
4,1277,0.545004
1,482,0.545012
2,392,0.54502
1,1786,0.545032
7,919,0.54504
1,133,0.545044
1,3,0.545064
6,1656,0.545068
2,836,0.545084
1,1836,0.545092
3,963,0.545092
4,479,0.545092
1,1551,0.5451
1,1793,0.545104
2,1337,0.545104
3,1052,0.545136
3,1116,0.54514
4,1306,0.54516
5,1704,0.54518
1,1833,0.545212
2,1379,0.545216
6,1455,0.54522
3,1364,0.545276
2,158,0.545284
3,1670,0.545292
3,1355,0.545304
3,126,0.545316
3,445,0.54538
3,1317,0.545384
3,1357,0.5454
3,1267,0.545416
7,1264,0.545416
7,1368,0.545464
3,1299,0.54548
2,235,0.54554
3,1611,0.545572
4,608,0.545576
3,1368,0.545672
3,1365,0.545688
7,1266,0.545732
4,246,0.545736
2,234,0.545892
3,1369,0.545956
3,1361,0.545984
7,908,0.546028
7,451,0.546124
1,1193,0.5464
7,1729,0.546436
1,1742,0.546536
2,830,0.546572
3,965,0.546596
3,294,0.546636
3,1002,0.546668
1,1763,0.546724
1,1831,0.546728
7,1150,0.546732
2,157,0.54676
2,941,0.5468
5,1080,0.546816
3,1366,0.54682
7,7,0.546824
5,386,0.546832
1,1780,0.546864
6,1647,0.546868
7,1705,0.546896
1,1767,0.546912
1,1575,0.54692
6,285,0.546944
6,1005,0.546948
6,1995,0.546968
1,1765,0.546976
6,1719,0.546988
1,1795,0.546992
7,711,0.547
6,495,0.54702
6,1628,0.547072
5,887,0.547084
2,1378,0.547096
6,1151,0.547104
1,1555,0.547132
1,1454,0.547184
2,233,0.547188
2,1418,0.54734
3,1352,0.547352
7,100,0.547396
4,265,0.547408
3,1643,0.547428
3,306,0.547472
3,1318,0.547492
3,1085,0.547528
4,964,0.547548
1,1722,0.547552
3,448,0.547612
1,58,0.547624
3,1802,0.54764
2,159,0.547664
3,1592,0.547744
3,1356,0.547804
6,578,0.54828
3,1111,0.548312
3,260,0.54836
7,259,0.54838
6,684,0.548556
1,1764,0.548564
4,1210,0.548572
6,1959,0.548596
6,839,0.548608
4,4,0.548624
3,1446,0.548688
5,934,0.548704
2,930,0.548708
3,940,0.548728
5,936,0.548728
3,158,0.548736
4,334,0.54874
1,1581,0.54876
2,845,0.548764
6,1630,0.548772
5,1708,0.548784
1,1867,0.548788
4,1542,0.548796
1,1666,0.5488
4,1544,0.5488
7,1035,0.5488
1,786,0.548816
2,839,0.548816
5,804,0.54882
6,699,0.548824
5,720,0.548828
2,843,0.548832
7,988,0.548836
7,1489,0.548836
1,1492,0.548852
2,932,0.548864
1,1798,0.548868
2,237,0.548868
6,1894,0.548888
6,1899,0.548896
3,1,0.5489
1,1701,0.548924
2,5,0.54898
7,123,0.549
7,389,0.549024
5,1284,0.54904
6,870,0.549044
2,142,0.549072
7,3,0.549072
2,1799,0.549088
3,1004,0.5491
3,985,0.549104
6,1217,0.549148
7,1484,0.549148
6,1321,0.549164
3,283,0.549188
3,1671,0.549192
7,23,0.549208
3,489,0.54924
1,1578,0.54926
3,762,0.549276
7,72,0.549292
2,3,0.5493
3,1082,0.549308
3,1114,0.549308
3,1054,0.549336
3,1374,0.54934
4,833,0.549364
3,1253,0.549388
6,1475,0.549408
3,1255,0.549452
7,1377,0.549464
3,1252,0.549476
3,1367,0.549484
7,1325,0.549484
3,1063,0.549516
4,580,0.549544
3,1057,0.549564
3,1846,0.549568
4,1041,0.549596
3,1254,0.549608
3,1092,0.549612
3,1848,0.549624
4,834,0.549632
4,830,0.549636
3,1322,0.549716
2,240,0.549784
4,712,0.549828
3,1776,0.549868
2,440,0.549888
2,832,0.550252
7,267,0.55038
7,709,0.550488
7,947,0.550524
4,1588,0.550532
1,31,0.550596
5,6,0.55062
2,391,0.550644
7,1732,0.550664
1,1866,0.550672
1,1897,0.550672
3,890,0.550676
1,1864,0.5507
3,1014,0.550704
4,1589,0.550708
1,1649,0.550724
3,163,0.550724
3,282,0.55074
6,410,0.550748
5,1706,0.550756
1,1642,0.550764
5,1653,0.550768
6,1802,0.550772
6,1219,0.550776
1,1747,0.55078
7,808,0.550796
6,1644,0.5508
2,439,0.550816
1,1631,0.550824
1,1710,0.550824
7,1518,0.55084
1,1797,0.550844
2,943,0.550888
6,499,0.5509
2,827,0.550912
2,805,0.55092
6,1423,0.55092
7,1482,0.550928
1,1651,0.550936
5,928,0.550944
1,1523,0.550948
2,906,0.55098
6,1100,0.550984
3,157,0.550988
1,1708,0.551
7,1039,0.551004
6,456,0.551016
1,1796,0.55102
4,716,0.551024
4,1541,0.551036
2,828,0.551072
4,689,0.551088
5,1075,0.551108
3,950,0.551112
1,1883,0.551128
3,1115,0.551148
4,349,0.551148
6,1963,0.551148
1,1652,0.551164
3,304,0.551176
5,1067,0.551176
7,124,0.5512
6,1144,0.551212
7,1485,0.551232
1,1693,0.551236
7,22,0.551256
3,1851,0.551288
7,1811,0.551288
3,1086,0.551292
3,1268,0.551372
3,889,0.551416
7,127,0.551424
4,333,0.551448
3,1053,0.55146
3,288,0.551468
3,1058,0.55148
7,1295,0.551488
3,903,0.551492
3,1083,0.55152
3,1091,0.55156
2,127,0.551568
4,487,0.551588
2,162,0.551604
2,164,0.551612
2,236,0.551624
3,1087,0.551636
3,1113,0.551968
2,1797,0.55216
2,835,0.55222
2,837,0.552344
7,282,0.552368
7,812,0.552428
7,945,0.55246
3,869,0.552492
7,985,0.552492
6,1474,0.552504
7,1658,0.552504
6,2051,0.552544
1,1445,0.552568
4,1274,0.552572
4,1591,0.552588
1,139,0.552604
6,158,0.552628
6,778,0.552664
4,1543,0.552676
1,1700,0.552724
2,929,0.55278
6,434,0.55278
1,1800,0.552844
5,1680,0.552852
7,421,0.55286
4,955,0.552868
1,1580,0.552884
3,599,0.552904
5,133,0.55292
5,677,0.552928
5,2,0.552936
3,892,0.55296
6,1623,0.552964
2,829,0.552984
7,255,0.553008
4,1239,0.55304
7,1026,0.553084
3,289,0.553116
2,1795,0.553168
2,441,0.553264
2,1238,0.553264
2,160,0.553272
1,1868,0.553288
4,1863,0.553288
1,1699,0.553312
3,165,0.553324
1,1884,0.553336
3,1594,0.553476
3,1056,0.553492
3,1089,0.553536
7,128,0.553564
2,224,0.553708
3,287,0.553784
3,1080,0.553832
3,1060,0.55394
7,126,0.554096
6,1712,0.554116
2,831,0.55418
3,1076,0.554224
2,844,0.554228
7,992,0.5544
1,1661,0.554436
2,833,0.554468
7,708,0.554472
7,951,0.554512
7,991,0.554552
2,1796,0.554556
1,397,0.554656
2,126,0.55466
2,820,0.55466
1,1639,0.55468
4,1579,0.55472
2,809,0.554744
2,859,0.554744
6,1961,0.554744
1,1695,0.554756
1,1554,0.554784
5,75,0.554796
1,1784,0.5548
2,812,0.5548
2,838,0.5548
1,1663,0.55482
1,1702,0.554824
1,1393,0.554832
7,416,0.554848
5,1568,0.554856
1,1847,0.554868
3,286,0.554908
6,458,0.554916
1,86,0.554932
6,1666,0.554932
5,33,0.554936
1,1505,0.554952
2,846,0.554956
4,1399,0.554956
1,1667,0.555
1,1768,0.555
5,141,0.55502
4,1072,0.555032
2,1376,0.555044
1,1713,0.555108
6,1624,0.555116
5,1650,0.55512
3,1081,0.555124
2,816,0.555128
3,941,0.555128
3,1112,0.555164
6,471,0.555176
7,129,0.555196
5,1236,0.555224
3,680,0.55524
3,1061,0.55528
7,1312,0.555284
1,1771,0.555288
2,841,0.555296
7,1233,0.55534
5,464,0.555368
2,808,0.555384
3,1088,0.5554
7,1481,0.555404
7,1265,0.55542
1,1660,0.555436
3,1064,0.555448
3,942,0.55546
3,1059,0.555488
3,1066,0.555532
3,1396,0.555532
3,894,0.55558
3,1073,0.555588
3,425,0.555616
3,1065,0.555632
3,1074,0.555644
4,557,0.555716
3,1062,0.55584
3,1090,0.55596
2,528,0.55624
2,817,0.556252
3,1585,0.556272
2,526,0.556292
6,1426,0.556368
2,818,0.556376
5,3,0.556512
2,821,0.55652
7,1722,0.556544
2,1388,0.556616
4,1438,0.556648
1,1688,0.556668
2,1398,0.556676
7,1310,0.556676
5,5,0.5567
2,822,0.556708
4,953,0.556708
1,148,0.556712
6,1803,0.556712
2,517,0.556716
2,934,0.556724
1,1712,0.556752
2,1377,0.556756
5,939,0.55676
1,1709,0.556788
1,1889,0.556796
3,1668,0.556808
7,1505,0.556808
5,126,0.556824
1,1584,0.556888
6,1639,0.556888
2,815,0.5569
4,1042,0.556924
5,1781,0.556936
7,1407,0.556944
1,1013,0.556952
1,1886,0.556968
2,804,0.556972
7,1149,0.556996
1,1670,0.557012
2,1794,0.557024
2,810,0.55704
2,806,0.557044
2,1401,0.55706
6,1112,0.557088
6,1399,0.55712
7,444,0.55712
3,887,0.55718
4,839,0.55718
4,963,0.557184
5,1651,0.557208
3,948,0.557216
4,768,0.557264
1,1665,0.557292
2,163,0.55732
4,1275,0.557324
6,1839,0.557344
7,1217,0.55744
3,1055,0.557444
3,966,0.557452
4,965,0.55748
2,1793,0.5575
7,1421,0.5575
3,1102,0.55752
3,1609,0.55752
3,1100,0.557608
4,579,0.557652
3,1610,0.557664
3,255,0.557676
3,1099,0.557684
3,1110,0.557696
3,1589,0.557732
4,1103,0.557848
3,1079,0.557928
2,826,0.558128
2,223,0.558452
4,1339,0.558464
2,813,0.55848
7,915,0.558496
1,1526,0.558588
6,167,0.558664
6,1960,0.558692
4,726,0.558708
7,447,0.558756
1,1579,0.558772
2,6,0.558772
1,1714,0.5588
5,916,0.558808
6,1120,0.558808
5,125,0.558876
6,1780,0.558884
6,472,0.558896
6,1638,0.5589
7,476,0.558904
1,1491,0.558912
4,727,0.558912
5,36,0.558912
1,1863,0.55892
6,353,0.558928
1,1654,0.55894
5,467,0.55894
5,870,0.558944
4,966,0.558952
3,1606,0.558956
6,1627,0.558956
7,419,0.558964
7,1321,0.558968
6,1671,0.558972
1,1830,0.558976
5,120,0.558976
6,1643,0.558988
4,836,0.558996
2,842,0.559
6,763,0.559004
4,1280,0.559016
5,132,0.55902
6,1642,0.559024
2,819,0.559028
5,56,0.559028
6,1645,0.559036
6,1891,0.559076
6,682,0.55908
6,1631,0.5591
4,1276,0.559136
6,1793,0.559136
1,1528,0.55914
2,847,0.559144
6,460,0.559228
4,556,0.559248
7,1,0.55928
4,961,0.559312
5,1076,0.559356
3,161,0.55936
4,1474,0.55936
6,1657,0.559368
4,1039,0.559436
1,1829,0.559448
3,658,0.559464
3,1605,0.559464
3,1093,0.559492
2,222,0.559536
2,238,0.559716
3,1098,0.55972
3,1097,0.559728
3,1608,0.560216
7,963,0.560356
6,683,0.56036
7,256,0.560372
4,1273,0.560428
6,681,0.560496
7,453,0.560536
3,407,0.560544
7,266,0.560552
7,706,0.56056
3,902,0.560596
2,1605,0.5606
3,305,0.560612
2,1812,0.56064
1,1678,0.56066
1,1894,0.560676
1,1502,0.560728
3,261,0.560736
6,1665,0.56074
1,1672,0.560752
6,1667,0.56076
4,1586,0.560776
6,393,0.560776
1,1673,0.560788
7,603,0.560796
3,307,0.5608
1,1749,0.560804
6,873,0.560808
1,1846,0.56086
6,698,0.560904
7,1823,0.560924
4,838,0.560928
2,825,0.560944
1,1838,0.560948
6,497,0.560948
5,4,0.560972
7,2,0.561
5,377,0.561028
4,554,0.561044
5,1253,0.561052
7,815,0.561052
1,1770,0.561084
4,1046,0.561084
6,1150,0.56112
1,1799,0.561124
6,1213,0.561124
2,1808,0.561128
1,180,0.561144
4,1473,0.561168
7,1414,0.561176
6,1082,0.561188
3,967,0.561192
3,1202,0.561204
4,176,0.561232
3,1072,0.561252
3,943,0.561268
7,1330,0.561288
2,165,0.561296
4,837,0.561336
2,124,0.561348
3,262,0.56142
3,1071,0.56142
3,1103,0.561424
7,960,0.561452
3,1096,0.561464
3,1095,0.56148
3,1705,0.561504
4,1075,0.561544
3,1078,0.56156
3,342,0.561616
3,1773,0.561764
4,685,0.561796
7,125,0.561812
2,166,0.56192
7,962,0.562192
7,950,0.562224
3,885,0.56238
6,162,0.562512
7,993,0.562544
1,1192,0.562568
2,1798,0.56258
2,1800,0.562588
1,491,0.562632
4,968,0.562656
6,1664,0.562708
7,413,0.562732
6,790,0.562784
6,644,0.562792
6,496,0.5628
6,416,0.562808
1,1715,0.562816
6,1866,0.56282
1,1777,0.562824
2,456,0.562864
1,1587,0.562888
1,1598,0.562888
4,1281,0.562896
1,800,0.5629
6,1983,0.562912
5,1078,0.562932
6,1890,0.56294
6,504,0.563
5,1728,0.563004
4,1289,0.563036
7,446,0.563036
5,1665,0.563044
6,782,0.563088
3,265,0.563108
7,1262,0.563132
1,1679,0.563148
7,1706,0.563188
7,1256,0.5632
4,1071,0.563208
1,1769,0.563232
4,1077,0.563236
2,1809,0.563312
1,1818,0.563344
4,1396,0.563376
7,1311,0.56338
3,937,0.563424
6,2052,0.563448
2,244,0.563464
3,1094,0.56352
4,960,0.563524
7,1329,0.563532
3,886,0.563548
5,252,0.563556
3,344,0.563588
2,1811,0.5636
3,1607,0.563624
3,253,0.563628
4,967,0.56364
3,1590,0.563668
7,1637,0.563672
3,1068,0.563708
3,320,0.563744
5,674,0.563848
3,888,0.5639
7,377,0.564192
4,976,0.56428
3,263,0.564284
2,239,0.564368
3,938,0.56444
2,1813,0.564536
1,1683,0.564556
3,956,0.564596
2,524,0.564608
4,1066,0.564628
6,1999,0.564648
1,1819,0.56466
4,1344,0.564708
1,1857,0.564716
6,2002,0.56472
6,1997,0.564732
6,804,0.564736
6,506,0.56476
1,1707,0.564764
3,1604,0.564784
3,264,0.564796
5,1277,0.5648
6,286,0.5648
7,264,0.5648
1,1659,0.564812
1,1849,0.564812
1,1633,0.56482
5,1784,0.564832
6,1504,0.564856
4,745,0.564876
5,393,0.56488
1,1773,0.564904
6,1404,0.564904
4,1472,0.564932
2,824,0.564948
1,1671,0.56496
7,1196,0.564968
7,1313,0.56498
5,937,0.564984
6,1629,0.564984
6,1844,0.564996
5,1687,0.565056
6,1641,0.565072
4,1279,0.56508
6,811,0.565084
1,1680,0.5651
3,258,0.56512
6,287,0.565128
6,1176,0.565152
2,1240,0.565196
2,1753,0.5652
6,461,0.56524
7,1659,0.565296
3,1070,0.565308
5,32,0.565372
3,881,0.565412
3,345,0.565416
3,884,0.565436
1,1890,0.56552
2,242,0.565536
4,969,0.565536
7,1597,0.56558
3,1588,0.565652
3,880,0.56566
3,1591,0.565892
2,1245,0.566068
2,241,0.566092
3,879,0.56624
3,951,0.56626
2,1802,0.5663
2,1810,0.566376
1,714,0.566456
2,1269,0.566524
1,1668,0.566532
5,914,0.56656
1,1655,0.566576
7,531,0.566592
3,284,0.566624
1,1856,0.566632
7,1195,0.566688
4,562,0.566724
4,1427,0.56676
4,1284,0.566776
5,669,0.566836
1,368,0.56684
6,806,0.566884
1,1602,0.566908
6,1637,0.566952
1,1540,0.566956
2,7,0.56698
5,1564,0.56698
2,1815,0.566988
7,1596,0.567036
4,841,0.567072
6,1669,0.567112
5,253,0.567128
7,1193,0.567156
3,127,0.567196
4,553,0.5672
7,25,0.567216
1,1901,0.56722
2,1814,0.567228
2,438,0.567264
7,1331,0.567268
4,842,0.567292
7,1178,0.567324
6,1781,0.567336
1,1457,0.567396
3,1069,0.567404
7,190,0.56746
3,1067,0.567472
3,883,0.567488
2,308,0.567548
2,167,0.567608
4,686,0.567628
7,200,0.567668
3,1761,0.567856
3,343,0.567936
6,696,0.568168
4,844,0.568308
2,814,0.568428
2,823,0.568428
4,1567,0.568452
3,877,0.568476
6,694,0.5685
2,523,0.568516
5,463,0.568528
7,1009,0.568548
6,2003,0.568572
3,408,0.56858
5,752,0.568588
7,961,0.568596
6,685,0.568616
7,228,0.568624
2,729,0.568632
2,1834,0.568676
3,917,0.568676
1,1804,0.568684
4,1444,0.568716
1,1750,0.568724
3,49,0.568732
4,1044,0.568736
6,2024,0.56874
1,295,0.568748
3,878,0.568792
1,134,0.5688
3,1433,0.568812
4,970,0.568824
1,1530,0.568856
1,1808,0.568856
5,719,0.568864
1,1506,0.568876
6,1670,0.568876
7,507,0.56888
1,1852,0.568916
5,732,0.568952
6,1941,0.568964
6,1180,0.569008
2,529,0.569028
1,1803,0.569052
7,707,0.569052
4,845,0.569056
4,619,0.569064
6,1181,0.569064
4,691,0.569068
6,810,0.5691
5,676,0.569104
1,1459,0.56914
1,1455,0.569148
2,1241,0.569164
1,1820,0.569168
4,958,0.569168
4,959,0.569228
7,1328,0.569244
5,1274,0.569296
6,805,0.569316
3,882,0.569324
3,1203,0.569384
4,840,0.569388
4,982,0.569416
1,5,0.56942
7,1511,0.569432
1,1892,0.569484
4,744,0.569508
2,168,0.569536
1,1774,0.569624
7,1371,0.56964
7,1408,0.569648
7,1615,0.569676
7,1523,0.569688
2,122,0.569952
4,846,0.569976
7,952,0.570284
7,1820,0.570304
7,1495,0.57038
7,1258,0.570572
1,1887,0.570612
4,1416,0.570632
3,1405,0.570652
4,1283,0.570656
6,2004,0.570688
6,284,0.570696
6,1425,0.570704
4,1286,0.570708
6,1668,0.570728
1,1677,0.57074
1,1503,0.570748
6,1632,0.570756
7,1566,0.570772
2,1279,0.570776
1,1541,0.5708
4,1271,0.57082
1,1778,0.570836
6,1380,0.57086
1,1456,0.570864
2,1251,0.570868
3,340,0.570876
6,1454,0.570884
2,1195,0.570888
3,949,0.570892
1,1706,0.570904
4,1590,0.570912
4,1471,0.570944
1,1440,0.570968
6,1635,0.570972
2,1261,0.570992
6,1942,0.570992
3,259,0.571004
6,1172,0.571004
6,690,0.571016
7,509,0.571028
6,697,0.571032
1,1682,0.571036
7,1389,0.571036
5,678,0.571052
2,1816,0.571148
4,1040,0.571152
7,422,0.571184
2,1244,0.571252
4,717,0.571316
4,984,0.571356
4,993,0.571376
3,309,0.571392
3,1258,0.571404
3,1680,0.571432
2,243,0.571452
3,308,0.571472
7,1323,0.571524
3,947,0.571552
5,938,0.572164
4,995,0.572328
3,916,0.572432
7,811,0.572492
6,2018,0.572528
7,1656,0.572528
3,1036,0.572536
7,1413,0.572544
1,1656,0.572644
6,289,0.572644
2,1258,0.572676
4,1294,0.572708
6,463,0.572724
6,1503,0.572724
6,1973,0.572724
1,1828,0.572736
4,1225,0.572736
1,1848,0.57276
2,1239,0.57276
1,1801,0.572784
5,1673,0.572792
1,1792,0.572808
5,1664,0.572824
6,1633,0.572856
1,1716,0.57286
3,875,0.572872
6,764,0.572876
1,1851,0.572884
1,1441,0.572888
6,1984,0.572916
6,1007,0.572924
1,1447,0.572932
1,1817,0.572936
2,1752,0.57294
1,1824,0.572948
7,1191,0.572964
6,1634,0.572996
5,869,0.573024
7,1382,0.573064
7,1182,0.573076
1,1542,0.573104
2,1275,0.573112
7,1234,0.573164
4,971,0.573224
7,199,0.573244
4,1048,0.573268
1,1531,0.573376
6,1453,0.57338
3,164,0.573592
2,437,0.573668
7,1707,0.573676
2,171,0.573696
2,174,0.573724
3,341,0.573756
2,300,0.5739
7,987,0.574352
1,257,0.57438
6,1715,0.574424
3,961,0.574428
7,1822,0.57454
4,1285,0.574552
6,165,0.574588
6,163,0.574592
1,1657,0.574628
2,1375,0.57464
2,306,0.574656
1,100,0.57466
4,1308,0.574672
7,986,0.574684
6,2025,0.574688
4,690,0.5747
1,1870,0.57472
1,1681,0.57474
4,1272,0.57474
5,462,0.57474
2,1806,0.574748
1,1525,0.57478
6,1979,0.574812
5,1672,0.574816
2,1833,0.57484
6,1994,0.574844
6,1939,0.574852
3,1010,0.57486
2,1751,0.574864
1,1745,0.57488
3,939,0.574884
6,462,0.574916
1,1809,0.57492
5,1287,0.57494
3,1009,0.575
7,1184,0.575
6,352,0.575024
1,1854,0.575028
6,807,0.575048
4,1470,0.575052
6,1101,0.575052
1,1582,0.575056
2,1438,0.575056
7,420,0.57506
6,1940,0.57508
7,1391,0.575084
1,1805,0.575096
5,929,0.575104
6,1877,0.575132
2,389,0.575172
2,1732,0.57518
2,121,0.575184
7,1194,0.5752
6,1514,0.575204
4,1074,0.575208
6,1636,0.57524
7,1378,0.575264
7,1473,0.575272
2,1083,0.575328
5,867,0.575356
4,985,0.575364
2,194,0.575368
4,957,0.57538
7,197,0.575384
2,173,0.575404
6,762,0.575472
2,175,0.575476
4,569,0.575492
7,1305,0.575532
7,1315,0.575552
3,1038,0.575576
2,245,0.575688
2,170,0.575896
6,288,0.576404
2,914,0.576456
7,1488,0.5765
5,879,0.576512
6,1797,0.576568
2,310,0.576584
6,348,0.576708
7,508,0.576724
6,1888,0.576728
6,1943,0.576788
7,533,0.576788
2,1828,0.576812
6,1681,0.576812
6,1868,0.576812
1,1546,0.576824
1,1782,0.576824
4,1270,0.576824
7,260,0.576824
5,680,0.576844
5,1803,0.576844
7,1181,0.576844
1,1391,0.576852
6,688,0.576868
1,1807,0.576888
6,1836,0.576908
6,2007,0.57692
1,1550,0.576936
3,346,0.576964
6,1716,0.576992
2,1818,0.576996
6,1098,0.577
3,1659,0.577036
6,812,0.577048
5,1257,0.577052
2,1761,0.577128
4,739,0.577136
6,1173,0.577136
4,1037,0.577196
7,1409,0.577196
3,339,0.5772
2,1803,0.577208
3,1777,0.57722
4,1445,0.577244
6,822,0.577288
3,333,0.577292
2,1805,0.5773
2,1801,0.577352
2,202,0.577384
6,1904,0.577396
2,193,0.57754
5,8,0.577552
5,777,0.577704
1,1488,0.578156
6,1676,0.57848
1,44,0.578548
2,1196,0.578548
2,1804,0.57866
1,1684,0.578688
1,344,0.5787
1,1674,0.578708
1,1753,0.578724
2,1755,0.578748
2,309,0.578752
1,1823,0.578772
1,1538,0.578792
6,1248,0.578808
2,1762,0.578816
6,803,0.578816
7,506,0.578816
1,1442,0.578828
1,1861,0.578836
7,1192,0.57884
2,1286,0.578852
3,1706,0.57886
1,1539,0.578868
5,1222,0.578908
1,1891,0.578912
6,390,0.578916
1,1504,0.578956
7,1367,0.57898
2,1285,0.579
2,1754,0.579
3,955,0.579016
6,1991,0.57906
1,1775,0.579072
1,1896,0.57908
6,1080,0.57908
2,1243,0.579148
2,169,0.57916
6,1081,0.579164
6,813,0.579196
7,425,0.579212
4,986,0.579232
2,1756,0.579244
2,1763,0.579268
5,391,0.579296
3,876,0.5793
2,220,0.579368
6,1998,0.579456
3,1829,0.579468
2,183,0.579516
4,988,0.57958
2,176,0.579608
4,629,0.57964
2,120,0.579768
6,678,0.580432
7,415,0.580544
7,1173,0.580604
4,983,0.580624
4,1282,0.580632
7,1180,0.580648
7,28,0.580668
2,625,0.580688
4,724,0.580704
1,709,0.580708
1,1893,0.580728
5,872,0.580744
1,1658,0.580748
2,387,0.580748
6,1985,0.5808
2,1835,0.580816
5,754,0.580832
5,1639,0.580868
5,378,0.580932
5,407,0.580932
1,1490,0.58094
1,1524,0.580944
6,1878,0.580948
2,1257,0.580964
1,1827,0.580988
6,1992,0.580996
2,1757,0.581
2,1822,0.581004
5,1235,0.581008
7,1186,0.58102
6,1988,0.58104
1,1479,0.58108
6,1078,0.581084
2,1817,0.581116
6,1796,0.581116
2,252,0.58112
2,527,0.581132
6,1145,0.581132
3,347,0.581168
2,1742,0.581176
2,436,0.58122
4,729,0.581308
6,1938,0.581368
2,172,0.58138
3,957,0.5814
6,1801,0.5814
4,987,0.581412
3,945,0.581488
3,159,0.581504
4,975,0.581508
1,1444,0.581536
7,1381,0.581632
1,1396,0.581664
2,307,0.581668
1,1881,0.581728
4,992,0.58182
2,311,0.581864
2,195,0.581884
3,29,0.582412
1,1398,0.582428
1,160,0.582632
1,704,0.582648
2,1837,0.582656
4,978,0.582668
3,872,0.58268
1,1446,0.582696
1,1501,0.582708
3,960,0.582712
4,1376,0.582752
2,629,0.58276
7,1190,0.58276
3,856,0.582768
6,409,0.582772
1,1813,0.58278
4,215,0.582784
7,1176,0.582804
2,1772,0.582808
2,1729,0.582832
5,1225,0.582852
1,1497,0.582868
1,1781,0.582872
2,1807,0.582876
2,1839,0.582888
4,1861,0.5829
5,1785,0.582908
7,532,0.582916
5,672,0.582936
1,1214,0.58296
2,1733,0.582976
7,1395,0.582976
1,1489,0.583004
1,1392,0.583008
6,761,0.583016
2,1220,0.583024
5,668,0.583024
3,330,0.583032
2,1731,0.58306
1,1493,0.583088
3,857,0.583088
2,1760,0.583092
6,1804,0.583112
2,1738,0.583116
1,1806,0.583176
4,1067,0.583176
2,1819,0.58318
3,394,0.583192
7,1259,0.583192
6,1256,0.583212
7,1261,0.583224
4,555,0.583244
3,749,0.583264
6,814,0.583308
3,756,0.583464
2,178,0.58354
3,862,0.583556
3,754,0.583588
2,192,0.583592
4,972,0.583596
2,248,0.583616
3,174,0.58362
2,199,0.583644
4,827,0.583652
2,197,0.5837
2,190,0.583832
2,179,0.583864
7,1410,0.584456
1,1474,0.584608
7,1183,0.584632
3,870,0.58464
6,780,0.584656
6,1987,0.584664
7,1187,0.5847
4,1446,0.584704
4,980,0.584728
7,1524,0.584728
6,759,0.584768
1,1858,0.584772
7,1189,0.584776
5,254,0.584788
1,1545,0.584796
2,1341,0.584796
7,698,0.58484
5,1660,0.584856
1,799,0.5849
2,1234,0.584908
6,784,0.584912
1,1822,0.58492
